case,file,problematic,oracle_records,oracle_resolved,all_oracle_scored,all_tp,all_fp,all_fn,statement_oracle_scored,statement_tp,statement_fp,statement_fn,codediff_ms
Closure-46,src_com_google_javascript_rhino_jstype_RecordType.json,false,912,716,10,10,0,0,2,2,0,0,3.422
Closure-47,src_com_google_debugging_sourcemap_SourceMapConsumerV3.json,false,2826,2380,94,92,0,2,14,14,0,0,23.827
Closure-47,src_com_google_javascript_jscomp_SourceMap.json,false,632,515,86,86,0,0,14,14,0,0,4.151
Closure-48,src_com_google_javascript_jscomp_TypedScopeCreator.json,true,8039,6364,558,554,0,4,67,66,0,1,30.715
Closure-49,src_com_google_javascript_jscomp_MakeDeclaredNamesUnique.json,true,2073,1673,360,340,7,20,70,64,3,6,26.984
Closure-5,src_com_google_javascript_jscomp_InlineObjectLiterals.json,false,1803,1420,289,289,0,0,56,56,0,0,32.759
Closure-50,src_com_google_javascript_jscomp_PeepholeReplaceKnownMethods.json,false,2829,2375,487,487,0,0,90,90,0,0,11.661
Closure-51,src_com_google_javascript_jscomp_CodeConsumer.json,false,743,634,147,146,1,1,27,27,0,0,3.572
Closure-52,src_com_google_javascript_jscomp_CodeGenerator.json,false,4966,4190,83,82,1,1,13,13,0,0,20.199
Closure-53,src_com_google_javascript_jscomp_InlineObjectLiterals.json,false,1766,1404,308,308,0,0,43,43,0,0,13.485
Closure-54,src_com_google_javascript_jscomp_TypedScopeCreator.json,false,7587,6032,515,514,1,1,64,63,1,1,85.755
Closure-54,src_com_google_javascript_rhino_jstype_FunctionType.json,false,3734,2971,238,237,1,1,39,39,0,0,27.831
Closure-55,src_com_google_javascript_jscomp_FunctionRewriter.json,false,1702,1324,34,34,0,0,6,6,0,0,5.719
Closure-56,src_com_google_javascript_jscomp_SourceFile.json,false,1557,1313,184,184,0,0,33,33,0,0,20.723
Closure-57,src_com_google_javascript_jscomp_ClosureCodingConvention.json,false,1446,1174,99,98,1,1,21,21,0,0,16.379
Closure-58,src_com_google_javascript_jscomp_LiveVariablesAnalysis.json,false,1156,925,348,348,0,0,75,75,0,0,63.294
Closure-59,src_com_google_javascript_jscomp_Compiler.json,false,7275,5874,298,298,0,0,38,38,0,0,41.568
Closure-6,src_com_google_javascript_jscomp_TypeValidator.json,false,3357,2581,178,178,0,0,34,34,0,0,28.821
Closure-60,src_com_google_javascript_jscomp_NodeUtil.json,false,10381,8197,401,401,0,0,70,70,0,0,96.698
Closure-61,src_com_google_javascript_jscomp_NodeUtil.json,false,10356,8175,350,350,0,0,38,38,0,0,94.057
Closure-62,src_com_google_javascript_jscomp_LightweightMessageFormatter.json,false,679,563,204,204,0,0,38,38,0,0,7.467
Closure-64,src_com_google_javascript_jscomp_Compiler.json,false,7098,5730,477,476,0,1,60,60,0,0,53.829
Closure-65,src_com_google_javascript_jscomp_CodeGenerator.json,false,4966,4190,354,354,0,0,72,72,0,0,19.258
Closure-66,src_com_google_javascript_jscomp_TypeCheck.json,false,7325,5995,1257,1256,0,1,279,278,0,1,31.684
Closure-67,src_com_google_javascript_jscomp_AnalyzePrototypeProperties.json,false,2649,2138,139,137,2,2,17,17,0,0,16.241
Closure-68,src_com_google_javascript_jscomp_parsing_JsDocInfoParser.json,false,7775,6490,2913,2911,0,2,626,624,0,2,347.488
Closure-69,src_com_google_javascript_jscomp_TypeCheck.json,false,7268,5946,239,239,0,0,30,30,0,0,51.051
Closure-7,src_com_google_javascript_jscomp_type_ChainableReverseAbstractInterpreter.json,false,2300,1719,84,72,0,12,12,11,0,1,9.588
Closure-70,src_com_google_javascript_jscomp_TypedScopeCreator.json,false,7759,6191,133,132,0,1,23,23,0,0,40.902
Closure-71,src_com_google_javascript_jscomp_CheckAccessControls.json,false,2475,2009,360,360,1,0,53,53,0,0,36.451
Closure-72,src_com_google_javascript_jscomp_FunctionToBlockMutator.json,false,1540,1188,54,54,0,0,8,8,0,0,4.723
Closure-72,src_com_google_javascript_jscomp_RenameLabels.json,false,859,651,142,142,0,0,27,27,0,0,2.969
Closure-73,src_com_google_javascript_jscomp_CodeGenerator.json,false,4903,4138,353,353,0,0,72,72,0,0,126.923
Closure-74,src_com_google_javascript_jscomp_PeepholeFoldConstants.json,true,6744,5789,590,584,5,6,147,147,0,0,34.524
Closure-75,src_com_google_javascript_jscomp_NodeUtil.json,false,10187,8039,385,385,0,0,49,49,0,0,63.882
Closure-76,src_com_google_javascript_jscomp_DeadAssignmentsElimination.json,true,1472,1172,267,254,3,13,57,50,3,7,76.368
Closure-77,src_com_google_javascript_jscomp_CodeGenerator.json,false,4764,4017,345,345,0,0,69,69,0,0,40.545
Closure-78,src_com_google_javascript_jscomp_PeepholeFoldConstants.json,false,6432,5516,341,341,0,0,68,68,0,0,115.113
Closure-79,src_com_google_javascript_jscomp_Normalize.json,false,2926,2361,108,107,1,1,17,17,0,0,10.363
Closure-79,src_com_google_javascript_jscomp_VarCheck.json,false,986,821,72,72,0,0,11,11,0,0,3.552
Closure-8,src_com_google_javascript_jscomp_CollapseVariableDeclarations.json,false,816,644,98,98,0,0,17,17,0,0,3.782
Closure-80,src_com_google_javascript_jscomp_NodeUtil.json,false,10192,8042,419,418,1,1,66,65,1,1,116.970
Closure-81,src_com_google_javascript_jscomp_parsing_IRFactory.json,false,4799,3968,225,225,0,0,38,38,0,0,32.784
Closure-82,src_com_google_javascript_rhino_jstype_JSType.json,false,3026,1856,82,82,0,0,5,5,0,0,11.159
Closure-83,src_com_google_javascript_jscomp_CommandLineRunner.json,false,2083,1727,109,106,0,3,24,23,0,1,11.195
Closure-84,src_com_google_javascript_jscomp_parsing_IRFactory.json,false,4525,3746,123,123,0,0,23,23,0,0,43.984
Closure-85,src_com_google_javascript_jscomp_UnreachableCodeElimination.json,false,723,580,175,174,2,1,35,35,0,0,44.624
Closure-86,src_com_google_javascript_jscomp_NodeUtil.json,false,8451,6597,353,352,0,1,46,46,0,0,87.564
Closure-87,src_com_google_javascript_jscomp_PeepholeSubstituteAlternateSyntax.json,false,3988,3283,71,70,1,1,12,11,0,1,27.731
Closure-88,src_com_google_javascript_jscomp_DeadAssignmentsElimination.json,false,1316,1036,110,110,0,0,22,22,0,0,12.016
Closure-89,src_com_google_javascript_jscomp_CollapseProperties.json,false,3135,2400,239,239,0,0,30,30,0,0,24.084
Closure-89,src_com_google_javascript_jscomp_GlobalNamespace.json,false,3781,2995,115,114,1,1,22,22,0,0,20.255
Closure-9,src_com_google_javascript_jscomp_ProcessCommonJSModules.json,false,1228,963,192,192,0,0,28,28,0,0,5.009
Closure-90,src_com_google_javascript_jscomp_FunctionTypeBuilder.json,false,2889,2314,71,71,0,0,11,11,0,0,13.026
Closure-90,src_com_google_javascript_rhino_jstype_FunctionType.json,false,3326,2640,221,221,0,0,29,29,0,0,25.264
Closure-91,src_com_google_javascript_jscomp_CheckGlobalThis.json,false,607,465,230,230,0,0,37,37,0,0,6.002
Closure-92,src_com_google_javascript_jscomp_ProcessClosurePrimitives.json,false,3845,3105,286,286,0,0,50,50,0,0,13.014
Closure-94,src_com_google_javascript_jscomp_NodeUtil.json,false,7777,6059,198,196,2,2,25,24,1,1,73.482
Closure-95,src_com_google_javascript_jscomp_TypedScopeCreator.json,false,6504,5177,375,375,0,0,46,46,0,0,31.431
Closure-96,src_com_google_javascript_jscomp_TypeCheck.json,false,6462,5328,236,233,0,3,25,25,0,0,52.626
Closure-97,src_com_google_javascript_jscomp_PeepholeFoldConstants.json,false,4439,3849,239,238,1,1,47,47,0,0,83.600
Closure-98,src_com_google_javascript_jscomp_ReferenceCollectingCallback.json,false,1892,1504,98,98,0,0,17,17,0,0,9.736
Closure-99,src_com_google_javascript_jscomp_CheckGlobalThis.json,false,566,431,196,191,5,5,34,34,0,0,42.820
Codec-1,src_java_org_apache_commons_codec_language_Caverphone.json,false,879,732,661,661,0,0,68,68,0,0,3.181
Codec-1,src_java_org_apache_commons_codec_language_Metaphone.json,false,1597,1322,989,989,2,0,191,191,0,0,6.093
Codec-1,src_java_org_apache_commons_codec_language_SoundexUtils.json,false,347,220,110,110,2,0,20,20,0,0,1.535
Codec-10,src_java_org_apache_commons_codec_language_Caverphone.json,false,885,734,663,663,0,0,68,68,0,0,2.796
Codec-12,src_main_java_org_apache_commons_codec_binary_BaseNCodecInputStream.json,false,378,291,14,14,6,0,2,2,0,0,2.302
Codec-13,src_main_java_org_apache_commons_codec_binary_StringUtils.json,false,1251,411,24,24,0,0,2,2,0,0,2.338
Codec-13,src_main_java_org_apache_commons_codec_language_DoubleMetaphone.json,false,5287,4678,82,82,3,0,7,7,1,0,24.604
Codec-14,src_main_java_org_apache_commons_codec_language_bm_Lang.json,true,798,582,51,51,0,0,8,8,0,0,4.328
Codec-14,src_main_java_org_apache_commons_codec_language_bm_PhoneticEngine.json,true,2050,1552,175,170,7,5,28,28,0,0,30.085
Codec-14,src_main_java_org_apache_commons_codec_language_bm_Rule.json,true,3252,2535,29,29,0,0,3,3,0,0,11.476
Codec-16,src_main_java_org_apache_commons_codec_binary_Base32.json,false,2784,2448,249,249,0,0,3,3,0,0,36.783
Codec-17,src_main_java_org_apache_commons_codec_binary_StringUtils.json,false,1279,534,41,41,0,0,6,6,0,0,2.745
Codec-2,src_java_org_apache_commons_codec_binary_Base64.json,false,3240,2644,464,463,1,1,61,61,0,0,19.502
Codec-3,src_java_org_apache_commons_codec_language_DoubleMetaphone.json,false,5473,4860,477,477,0,0,53,53,0,0,22.947
Codec-4,src_java_org_apache_commons_codec_binary_Base64.json,false,3604,2852,79,79,0,0,4,4,0,0,12.596
Codec-5,src_java_org_apache_commons_codec_binary_Base64.json,false,3627,2863,358,358,0,0,46,46,0,0,13.768
Codec-6,src_java_org_apache_commons_codec_binary_Base64InputStream.json,false,470,335,162,161,0,1,33,32,0,1,13.742
Codec-7,src_java_org_apache_commons_codec_binary_Base64.json,false,3645,2881,95,94,0,1,6,6,0,0,12.869
Codec-8,src_java_org_apache_commons_codec_binary_Base64.json,false,3495,2749,74,74,0,0,2,2,0,0,12.513
Codec-8,src_java_org_apache_commons_codec_binary_Base64InputStream.json,false,463,329,156,156,0,0,34,34,0,0,58.239
Codec-9,src_java_org_apache_commons_codec_binary_Base64.json,false,3574,2782,156,156,0,0,17,17,0,0,12.587
Collections-25,src_main_java_org_apache_commons_collections4_IteratorUtils.json,false,5282,2695,220,217,6,3,18,18,0,0,24.872
Collections-26,src_main_java_org_apache_commons_collections4_keyvalue_MultiKey.json,false,694,407,41,41,0,0,6,6,0,0,1.851
Collections-27,src_main_java_org_apache_commons_collections4_map_MultiValueMap.json,false,2100,1400,70,70,0,0,3,3,0,0,11.120
Collections-28,src_main_java_org_apache_commons_collections4_trie_AbstractPatriciaTrie.json,false,9308,7400,77,77,0,0,3,3,0,0,44.793
Compress-1,src_main_java_org_apache_commons_compress_archivers_cpio_CpioArchiveOutputStream.json,false,1674,1389,46,46,0,0,8,8,0,0,6.092
Compress-10,src_main_java_org_apache_commons_compress_archivers_zip_ZipFile.json,false,3182,2521,254,252,0,2,36,36,0,0,39.320
Compress-11,src_main_java_org_apache_commons_compress_archivers_ArchiveStreamFactory.json,false,745,527,251,251,0,0,56,56,0,0,31.793
Compress-12,src_main_java_org_apache_commons_compress_archivers_tar_TarArchiveInputStream.json,false,1790,1463,252,252,0,0,50,50,0,0,6.583
Compress-13,src_main_java_org_apache_commons_compress_archivers_zip_ZipArchiveEntry.json,false,2110,1563,72,72,0,0,6,6,0,0,7.564
Compress-14,src_main_java_org_apache_commons_compress_archivers_tar_TarUtils.json,false,1458,1133,231,231,0,0,42,42,0,0,6.105
Compress-15,src_main_java_org_apache_commons_compress_archivers_zip_ZipArchiveEntry.json,false,2105,1552,263,256,3,7,29,26,2,3,88.663
Compress-16,src_main_java_org_apache_commons_compress_archivers_ArchiveStreamFactory.json,true,752,534,258,258,0,0,57,57,0,0,64.177
Compress-17,src_main_java_org_apache_commons_compress_archivers_tar_TarUtils.json,false,2520,2030,240,240,0,0,41,41,0,0,9.707
Compress-18,src_main_java_org_apache_commons_compress_archivers_tar_TarArchiveOutputStream.json,false,2094,1684,231,231,0,0,30,30,0,0,24.005
Compress-19,src_main_java_org_apache_commons_compress_archivers_zip_Zip64ExtendedInformationExtraField.json,false,1103,891,169,169,0,0,31,31,0,0,19.133
Compress-2,src_main_java_org_apache_commons_compress_archivers_ar_ArArchiveInputStream.json,true,610,551,374,369,5,5,64,61,0,3,12.446
Compress-20,src_main_java_org_apache_commons_compress_archivers_cpio_CpioArchiveInputStream.json,false,2097,1761,553,553,0,0,80,80,0,0,18.850
Compress-21,src_main_java_org_apache_commons_compress_archivers_sevenz_SevenZOutputFile.json,true,3374,2707,111,107,2,4,20,20,0,0,22.864
Compress-22,src_main_java_org_apache_commons_compress_compressors_bzip2_BZip2CompressorInputStream.json,false,4804,4538,488,486,1,2,92,92,0,0,79.057
Compress-23,src_main_java_org_apache_commons_compress_archivers_sevenz_Coders.json,true,1284,1127,100,97,0,3,17,17,0,0,7.775
Compress-24,src_main_java_org_apache_commons_compress_archivers_tar_TarUtils.json,false,2507,2016,227,194,26,33,38,34,3,4,17.002
Compress-25,src_main_java_org_apache_commons_compress_archivers_zip_ZipArchiveInputStream.json,false,4005,3374,111,111,0,0,12,12,0,0,18.987
Compress-26,src_main_java_org_apache_commons_compress_utils_IOUtils.json,false,540,371,71,71,0,0,15,15,0,0,2.395
Compress-27,src_main_java_org_apache_commons_compress_archivers_tar_TarUtils.json,false,2495,2005,216,216,0,0,36,36,0,0,8.720
Compress-28,src_main_java_org_apache_commons_compress_archivers_tar_TarArchiveInputStream.json,false,2195,1693,138,138,0,0,23,23,0,0,20.129
Compress-29,src_main_java_org_apache_commons_compress_archivers_ArchiveStreamFactory.json,false,1292,866,493,484,9,9,121,118,3,3,197.875
Compress-29,src_main_java_org_apache_commons_compress_archivers_cpio_CpioArchiveInputStream.json,false,2201,1796,64,64,0,0,10,10,0,0,8.857
Compress-29,src_main_java_org_apache_commons_compress_archivers_cpio_CpioArchiveOutputStream.json,false,2233,1807,97,97,0,0,20,20,0,0,10.375
Compress-29,src_main_java_org_apache_commons_compress_archivers_dump_DumpArchiveInputStream.json,false,1942,1599,174,174,0,0,28,28,0,0,10.606
Compress-29,src_main_java_org_apache_commons_compress_archivers_tar_TarArchiveInputStream.json,false,2247,1729,99,99,0,0,13,13,0,0,9.759
Compress-29,src_main_java_org_apache_commons_compress_archivers_tar_TarArchiveOutputStream.json,false,2536,2032,116,116,0,0,15,15,0,0,14.337
Compress-29,src_main_java_org_apache_commons_compress_archivers_zip_ZipArchiveInputStream.json,false,4011,3374,117,117,0,0,13,13,0,0,18.476
Compress-3,src_main_java_org_apache_commons_compress_archivers_tar_TarArchiveOutputStream.json,false,930,728,243,243,0,0,46,46,0,0,3.404
Compress-30,src_main_java_org_apache_commons_compress_compressors_bzip2_BZip2CompressorInputStream.json,false,4812,4541,177,177,0,0,28,28,0,0,37.945
Compress-31,src_main_java_org_apache_commons_compress_archivers_tar_TarUtils.json,false,2480,1989,216,216,0,0,36,36,0,0,14.786
Compress-32,src_main_java_org_apache_commons_compress_archivers_tar_TarArchiveInputStream.json,false,2261,1741,216,216,0,0,39,39,0,0,7.240
Compress-33,src_main_java_org_apache_commons_compress_compressors_CompressorStreamFactory.json,false,1044,644,202,202,0,0,43,43,0,0,56.105
Compress-33,src_main_java_org_apache_commons_compress_compressors_deflate_DeflateCompressorInputStream.json,false,263,179,17,17,0,0,2,2,0,0,1.618
Compress-34,src_main_java_org_apache_commons_compress_archivers_zip_X7875_NewUnix.json,true,910,712,38,38,0,0,5,5,0,0,3.192
Compress-35,src_main_java_org_apache_commons_compress_archivers_tar_TarUtils.json,true,2422,1933,120,120,0,0,18,18,0,0,16.891
Compress-36,src_main_java_org_apache_commons_compress_archivers_sevenz_SevenZFile.json,false,4971,4336,70,70,0,0,13,13,0,0,22.102
Compress-37,src_main_java_org_apache_commons_compress_archivers_tar_TarArchiveInputStream.json,false,2469,1924,281,280,1,1,44,43,1,1,28.165
Compress-38,src_main_java_org_apache_commons_compress_archivers_tar_TarArchiveEntry.json,false,3762,2781,140,140,0,0,14,14,0,0,14.341
Compress-39,src_main_java_org_apache_commons_compress_utils_ArchiveUtils.json,false,1081,752,118,118,1,0,20,20,0,0,4.355
Compress-4,src_main_java_org_apache_commons_compress_archivers_cpio_CpioArchiveOutputStream.json,false,1581,1290,45,45,0,0,8,8,0,0,5.889
Compress-4,src_main_java_org_apache_commons_compress_archivers_tar_TarArchiveOutputStream.json,false,950,749,50,50,0,0,9,9,0,0,3.968
Compress-4,src_main_java_org_apache_commons_compress_archivers_zip_ZipArchiveOutputStream.json,false,3158,2451,96,96,0,0,10,10,0,0,12.218
Compress-4,src_main_java_org_apache_commons_compress_changes_ChangeSetPerformer.json,false,664,500,334,334,0,0,55,55,0,0,2.336
Compress-40,src_main_java_org_apache_commons_compress_utils_BitInputStream.json,true,351,295,149,148,1,1,30,30,0,0,4.868
Compress-41,src_main_java_org_apache_commons_compress_archivers_zip_ZipArchiveInputStream.json,false,4211,3526,538,536,0,2,85,84,0,1,157.705
Compress-42,src_main_java_org_apache_commons_compress_archivers_zip_UnixStat.json,false,78,57,20,20,0,0,2,2,0,0,1.770
Compress-42,src_main_java_org_apache_commons_compress_archivers_zip_ZipArchiveEntry.json,false,2777,2043,79,79,0,0,5,5,0,0,8.787
Compress-43,src_main_java_org_apache_commons_compress_archivers_zip_ZipArchiveOutputStream.json,false,6417,4903,767,764,5,3,96,96,0,0,116.167
Compress-44,src_main_java_org_apache_commons_compress_utils_ChecksumCalculatingInputStream.json,false,247,194,39,39,0,0,8,8,0,0,2.342
Compress-45,src_main_java_org_apache_commons_compress_archivers_tar_TarUtils.json,false,2492,2002,133,132,0,1,19,18,0,1,10.447
Compress-46,src_main_java_org_apache_commons_compress_archivers_zip_X5455_ExtendedTimestamp.json,true,1709,1255,73,70,3,3,9,9,0,0,6.871
Compress-47,src_main_java_org_apache_commons_compress_archivers_zip_ZipArchiveInputStream.json,false,4331,3629,307,306,2,1,44,44,0,0,36.763
Compress-5,src_main_java_org_apache_commons_compress_archivers_zip_ZipArchiveInputStream.json,false,1371,1224,284,283,1,1,58,57,1,1,18.354
Compress-6,src_main_java_org_apache_commons_compress_archivers_zip_ZipArchiveEntry.json,false,1466,1100,121,120,1,1,24,24,0,0,13.479
Compress-7,src_main_java_org_apache_commons_compress_archivers_tar_TarUtils.json,false,946,727,87,84,1,3,16,16,0,0,5.760
Compress-9,src_main_java_org_apache_commons_compress_archivers_tar_TarArchiveOutputStream.json,false,1047,830,230,230,0,0,39,39,0,0,4.138
Csv-1,src_main_java_org_apache_commons_csv_ExtendedBufferedReader.json,false,420,315,49,49,0,0,10,10,0,0,1.731
Csv-10,src_main_java_org_apache_commons_csv_CSVPrinter.json,false,1527,1242,80,80,0,0,11,11,0,0,9.339
Csv-11,src_main_java_org_apache_commons_csv_CSVParser.json,false,1606,1021,220,220,0,0,33,33,0,0,21.160
Csv-12,src_main_java_org_apache_commons_csv_CSVFormat.json,false,3049,1859,73,72,1,1,3,3,0,0,11.978
Csv-13,src_main_java_org_apache_commons_csv_CSVFormat.json,false,3962,2364,100,99,1,1,3,3,0,0,12.196
Csv-13,src_main_java_org_apache_commons_csv_CSVPrinter.json,false,1683,1288,108,108,0,0,20,20,0,0,6.058
Csv-14,src_main_java_org_apache_commons_csv_CSVFormat.json,false,5859,3639,490,490,0,0,82,82,0,0,143.250
Csv-15,src_main_java_org_apache_commons_csv_CSVFormat.json,false,6211,3802,471,471,0,0,80,80,0,0,145.174
Csv-16,src_main_java_org_apache_commons_csv_CSVParser.json,true,2033,1258,133,126,1,7,18,15,0,3,20.268
Csv-2,src_main_java_org_apache_commons_csv_CSVRecord.json,false,453,309,65,65,0,0,10,10,0,0,4.322
Csv-3,src_main_java_org_apache_commons_csv_Lexer.json,false,581,479,78,77,0,1,26,26,0,0,12.261
Csv-4,src_main_java_org_apache_commons_csv_CSVParser.json,false,1422,924,45,45,0,0,5,5,0,0,7.908
Csv-5,src_main_java_org_apache_commons_csv_CSVPrinter.json,false,1501,1224,55,55,0,0,7,7,0,0,5.445
Csv-6,src_main_java_org_apache_commons_csv_CSVRecord.json,false,667,445,78,78,0,0,10,10,0,0,6.779
Csv-7,src_main_java_org_apache_commons_csv_CSVParser.json,false,1490,953,161,161,0,0,27,27,0,0,15.959
Csv-8,src_main_java_org_apache_commons_csv_CSVFormat.json,true,2698,1754,361,349,0,12,57,53,0,4,42.312
Csv-9,src_main_java_org_apache_commons_csv_CSVRecord.json,false,673,451,84,84,0,0,12,12,0,0,2.693
Gson-1,gson_src_main_java_com_google_gson_TypeInfoFactory.json,false,541,440,245,245,1,0,43,43,0,0,23.461
Gson-10,gson_src_main_java_com_google_gson_internal_bind_ReflectiveTypeAdapterFactory.json,false,1339,1117,169,169,0,0,29,29,0,0,8.330
Gson-11,gson_src_main_java_com_google_gson_internal_bind_TypeAdapters.json,false,5184,4236,69,67,2,2,16,15,1,1,37.518
Gson-12,gson_src_main_java_com_google_gson_internal_bind_JsonTreeReader.json,false,1483,1315,64,64,0,0,12,12,0,0,11.616
Gson-13,gson_src_main_java_com_google_gson_stream_JsonReader.json,false,5602,5016,468,468,0,0,95,95,0,0,34.358
Gson-14,gson_src_main_java_com_google_gson_internal_$Gson$Types.json,false,2916,2303,82,82,0,0,14,14,0,0,15.454
Gson-15,gson_src_main_java_com_google_gson_stream_JsonWriter.json,false,1858,1422,93,93,0,0,14,14,0,0,11.184
Gson-16,gson_src_main_java_com_google_gson_internal_$Gson$Types.json,false,2994,2367,394,394,0,0,67,67,0,0,20.285
Gson-17,gson_src_main_java_com_google_gson_DefaultDateTypeAdapter.json,true,570,469,82,82,0,0,19,19,0,0,3.380
Gson-18,gson_src_main_java_com_google_gson_internal_$Gson$Types.json,false,3013,2382,60,60,0,0,9,9,0,0,11.767
Gson-2,gson_src_main_java_com_google_gson_internal_bind_TypeAdapters.json,true,4574,3738,78,78,0,0,17,17,0,0,69.457
Gson-3,gson_src_main_java_com_google_gson_internal_ConstructorConstructor.json,false,952,761,159,159,0,0,41,41,0,0,11.220
Gson-4,gson_src_main_java_com_google_gson_stream_JsonReader.json,false,5590,5008,530,530,0,0,130,130,0,0,56.981
Gson-4,gson_src_main_java_com_google_gson_stream_JsonWriter.json,false,1808,1386,414,414,0,0,107,107,0,0,40.730
Gson-5,gson_src_main_java_com_google_gson_internal_bind_util_ISO8601Utils.json,false,1683,1380,738,738,0,0,122,122,0,0,243.534
Gson-6,gson_src_main_java_com_google_gson_internal_bind_JsonAdapterAnnotationTypeAdapterFactory.json,false,282,219,134,134,0,0,22,22,0,0,3.599
Gson-7,gson_src_main_java_com_google_gson_stream_JsonReader.json,false,5590,5008,504,500,4,4,87,87,0,0,69.692
Gson-8,gson_src_main_java_com_google_gson_internal_UnsafeAllocator.json,false,403,309,266,266,0,0,51,51,0,0,73.390
Gson-9,gson_src_main_java_com_google_gson_internal_bind_JsonTreeWriter.json,false,800,668,16,16,0,0,2,2,0,0,3.041
Gson-9,gson_src_main_java_com_google_gson_internal_bind_TypeAdapters.json,false,5191,4242,44,44,0,0,9,9,0,0,25.435
Gson-9,gson_src_main_java_com_google_gson_stream_JsonWriter.json,false,1818,1387,48,48,0,0,4,4,0,0,6.271
JacksonCore-1,src_main_java_com_fasterxml_jackson_core_io_NumberInput.json,false,1437,1290,52,52,0,0,12,12,0,0,6.620
JacksonCore-1,src_main_java_com_fasterxml_jackson_core_util_TextBuffer.json,false,2117,1917,97,97,0,0,14,14,0,0,13.148
JacksonCore-10,src_main_java_com_fasterxml_jackson_core_sym_ByteQuadsCanonicalizer.json,true,4866,4520,271,271,0,0,37,37,0,0,41.702
JacksonCore-11,src_main_java_com_fasterxml_jackson_core_sym_ByteQuadsCanonicalizer.json,false,4903,4557,106,106,0,0,12,12,0,0,32.693
JacksonCore-12,src_main_java_com_fasterxml_jackson_core_json_ReaderBasedJsonParser.json,false,10051,9472,1357,1351,3,6,361,359,1,2,137.211
JacksonCore-12,src_main_java_com_fasterxml_jackson_core_json_UTF8StreamJsonParser.json,false,14298,13616,115,115,0,0,9,9,0,0,67.530
JacksonCore-13,src_main_java_com_fasterxml_jackson_core_json_JsonGeneratorImpl.json,false,403,317,25,25,0,0,2,2,0,0,1.765
JacksonCore-14,src_main_java_com_fasterxml_jackson_core_io_IOContext.json,false,804,684,107,107,0,0,19,19,0,0,7.437
JacksonCore-15,src_main_java_com_fasterxml_jackson_core_filter_FilteringParserDelegate.json,false,3128,2745,726,726,0,0,164,164,0,0,23.014
JacksonCore-17,src_main_java_com_fasterxml_jackson_core_json_UTF8JsonGenerator.json,true,8441,7972,266,263,2,3,35,35,0,0,83.693
JacksonCore-18,src_main_java_com_fasterxml_jackson_core_base_GeneratorBase.json,false,1374,1131,63,63,0,0,6,6,0,0,6.679
JacksonCore-18,src_main_java_com_fasterxml_jackson_core_json_UTF8JsonGenerator.json,false,8688,8223,93,88,5,5,14,12,2,2,50.062
JacksonCore-18,src_main_java_com_fasterxml_jackson_core_json_WriterBasedJsonGenerator.json,false,7553,7117,85,80,5,5,14,12,2,2,52.920
JacksonCore-19,src_main_java_com_fasterxml_jackson_core_json_ReaderBasedJsonParser.json,false,10117,9522,602,602,0,0,102,102,0,0,96.775
JacksonCore-19,src_main_java_com_fasterxml_jackson_core_json_UTF8StreamJsonParser.json,false,14319,13628,491,491,0,0,82,82,0,0,82.597
JacksonCore-2,src_main_java_com_fasterxml_jackson_core_json_ReaderBasedJsonParser.json,false,7009,6558,958,958,2,0,179,179,0,0,73.812
JacksonCore-2,src_main_java_com_fasterxml_jackson_core_json_UTF8StreamJsonParser.json,false,12095,11478,1012,1012,2,0,192,192,0,0,124.496
JacksonCore-20,src_main_java_com_fasterxml_jackson_core_JsonGenerator.json,false,4495,2399,156,156,0,0,6,6,0,0,15.675
JacksonCore-21,src_main_java_com_fasterxml_jackson_core_filter_FilteringParserDelegate.json,false,3232,2842,788,788,0,0,177,177,0,0,17.445
JacksonCore-22,src_main_java_com_fasterxml_jackson_core_filter_FilteringParserDelegate.json,false,3214,2826,1801,1781,20,20,413,407,6,6,559.824
JacksonCore-23,src_main_java_com_fasterxml_jackson_core_util_DefaultPrettyPrinter.json,false,1131,865,55,55,0,0,5,5,0,0,4.416
JacksonCore-25,src_main_java_com_fasterxml_jackson_core_json_ReaderBasedJsonParser.json,false,10591,9969,257,257,0,0,42,42,0,0,92.042
JacksonCore-26,src_main_java_com_fasterxml_jackson_core_json_async_NonBlockingJsonParser.json,false,11558,11090,155,155,0,0,22,22,0,0,59.552
JacksonCore-3,src_main_java_com_fasterxml_jackson_core_json_UTF8StreamJsonParser.json,false,12271,11643,136,136,0,0,20,20,0,0,60.513
JacksonCore-4,src_main_java_com_fasterxml_jackson_core_util_TextBuffer.json,true,2185,1976,92,87,0,5,8,8,0,0,12.007
JacksonCore-5,src_main_java_com_fasterxml_jackson_core_JsonPointer.json,false,893,731,126,125,0,1,22,22,0,0,4.643
JacksonCore-6,src_main_java_com_fasterxml_jackson_core_JsonPointer.json,false,895,732,127,123,0,4,22,21,0,1,6.535
JacksonCore-7,src_main_java_com_fasterxml_jackson_core_json_JsonWriteContext.json,false,712,609,89,89,0,0,16,16,0,0,2.869
JacksonCore-8,src_main_java_com_fasterxml_jackson_core_util_TextBuffer.json,false,2259,2044,90,90,0,0,14,14,0,0,11.249
JacksonCore-9,src_main_java_com_fasterxml_jackson_core_base_ParserMinimalBase.json,false,1999,1757,110,110,0,0,18,18,0,0,13.493
JacksonCore-9,src_main_java_com_fasterxml_jackson_core_json_ReaderBasedJsonParser.json,false,8515,8016,127,127,0,0,23,23,0,0,42.809
